First Matching Affiliation,First Matching Author,Institution Guess,doi,Url to publisher,Url to fulltext in Rero Doc,Article Title,Article Subtitle,Authors,Year,Journal Title,All Affiliations,Publisher,Date of Allowed Open Access Publication (YYYY-MM-DD),Volume,Issue,Start Page,End Page,ISSN (print),ISSN (electronic),Copyright type,Copyright / Licence,Source,Link to Swissbib,Metadata in MARC XML,Metadata in Dublin Core,Metadata in Json-Marc,Comment
"Laboratory of Atmospheric Chemistry (LAC), Paul Scherrer Institute (PSI), CH-5232 Villigen PSI, Switzerland","Rossi, Michel Jean",lib4ri,10.1515/zpch-2015-0607,https://doi.org/10.1515/zpch-2015-0607,,The Kinetics of the Reaction C2H5• + HI → C2H6 + I• over an Extended Temperature Range (213–623 K): Experiment and Modeling,,"Leplat, Nicholas;Federič, Jozef;Šulková, Katarína;Sudolská, Mária;Louis, Florent;Černušák, Ivan;Rossi, Michel Jean",2015,Zeitschrift für Physikalische Chemie,"Department of Physical and Theoretical Chemistry, Faculty of Natural Sciences, Comenius University, Mlynskádolina CH1, 84215, Bratislava, Slovakia;Advanced Technologies Research Institute, Faculty of Materials Science and Technology, Slovak University of Technology in Bratislava, Hajdóczyho 1, 917 24 Trnava, Slovakia;PhysicoChimie des Processus de Combustion et de l'Atmosphère (PC2A), UMR 8522 CNRS/Lille1, Université Lille 1 Sciences et Technologies, Cité Scientifique, Bât. C11/C5, 59655 Villeneuve d'Ascq Cedex, France;Department of Physical and Theoretical Chemistry, Faculty of Natural Sciences, Comenius University, Mlynskádolina CH1, 84215, Bratislava, Slovakia;Laboratory of Atmospheric Chemistry (LAC), Paul Scherrer Institute (PSI), CH-5232 Villigen PSI, Switzerland",De Gruyter Oldenbourg,,229,10-12,1475,1501,0942-9352,2196-7156,copyright,©2015 Walter de Gruyter Berlin/Boston,gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515zpch20150607,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515zpch20150607&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515zpch20150607&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515zpch20150607&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Applied Wood Materials, Empa, 8600 Dübendorf, Switzerland","Gilani, Marjan Sedighi",lib4ri,10.1515/hf-2014-0189,https://doi.org/10.1515/hf-2014-0189,,A hygrothermo-mechanical model for wood: part A. Poroelastic formulation and validation with neutron imaging,COST Action FP0904 2010–2014: Thermo-hydro-mechanical wood behavior and processing,"Abbasion, Saeed;Carmeliet, Jan;Gilani, Marjan Sedighi;Vontobel, Peter;Derome, Dominique",2015,Holzforschung,"Department of Civil Engineering, ETHZ, 8093 Zürich, Switzerland;Applied Wood Materials, Empa, 8600 Dübendorf, Switzerland;Spallation Neutron Source Division, Paul Scherrer Institute (PSI), 5232 Villigen, Switzerland;Laboratory of Multiscale Studies in Building Physics, Empa, 8600 Dübendorf, Switzerland E-mail: dominique.derome@empa.ch",De Gruyter,,69,7,825,837,0018-3830,1437-434X,copyright,©2015 by De Gruyter,gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515hf20140189,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515hf20140189&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515hf20140189&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515hf20140189&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Experimental Continuum Mechanics, Institute for Mechanical Systems, ETH Zürich, 8092 Zürich, Switzerland Swiss Federal Laboratories for Materials Science and Technology, EMPA, 8600 Dübendorf, Switzerland","Pensalfini, Marco",lib4ri,10.1515/bnm-2016-0004,https://doi.org/10.1515/bnm-2016-0004,,Guidelines for standardization of bioprinting: a systematic study of process parameters and their effect on bioprinted structures,,"Kesti, Matti;Fisch, Philipp;Pensalfini, Marco;Mazza, Edoardo;Zenobi-Wong, Marcy",2016,BioNanoMaterials,"Cartilage Engineering + Regeneration, Institute for Biomechanics, ETH Zürich, 8093 Zürich, Switzerland;Cartilage Engineering + Regeneration, Institute for Biomechanics, ETH Zürich, 8093 Zürich, Switzerland;Experimental Continuum Mechanics, Institute for Mechanical Systems, ETH Zürich, 8092 Zürich, Switzerland Swiss Federal Laboratories for Materials Science and Technology, EMPA, 8600 Dübendorf, Switzerland;Experimental Continuum Mechanics, Institute for Mechanical Systems, ETH Zürich, 8092 Zürich, Switzerland Swiss Federal Laboratories for Materials Science and Technology, EMPA, 8600 Dübendorf, Switzerland;Cartilage Engineering + Regeneration, Institute for Biomechanics, ETH Zürich, Otto-Stern-Weg 7, HPL J22, 8093 Zürich, Switzerland, Phone: +41 44 632 50 89",De Gruyter,,17,3-4,193,204,2193-0651,2193-066X,copyright,"©2016 Walter de Gruyter GmbH, Berlin/Boston",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515bnm20160004,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515bnm20160004&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515bnm20160004&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515bnm20160004&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"ETH Zurich, Institute for Building Materials (IfB), Wood Materials Science, 8093 Zurich, Switzerland EMPA (Swiss Federal Laboratories for Material Science and Technology), Applied Wood Materials Laboratory, Überlandstrasse 129, 8600 Dübendorf, Switzerland","Merk, Vivian",lib4ri,10.1515/hf-2015-0228,https://doi.org/10.1515/hf-2015-0228,,Mineralization of wood by calcium carbonate insertion for improved flame retardancy,,"Merk, Vivian;Chanana, Munish;Gaan, Sabyasachi;Burgert, Ingo",2016,Holzforschung,"ETH Zurich, Institute for Building Materials (IfB), Wood Materials Science, 8093 Zurich, Switzerland EMPA (Swiss Federal Laboratories for Material Science and Technology), Applied Wood Materials Laboratory, Überlandstrasse 129, 8600 Dübendorf, Switzerland;ETH Zurich, Institute for Building Materials (IfB), Wood Materials Science, 8093 Zurich, Switzerland University of Bayreuth, Physical Chemistry II, 95447 Bayreuth, Germany;EMPA – Swiss Federal Laboratories for Materials Science and Technology, Advanced Fibres, Lerchenfeldstrasse 5, 9014 St. Gallen, Switzerland;ETH Zurich, Institute for Building Materials (IfB), Wood Materials Science, 8093 Zurich, Switzerland EMPA (Swiss Federal Laboratories for Material Science and Technology), Applied Wood Materials Laboratory, Überlandstrasse 129, 8600 Dübendorf, Switzerland",De Gruyter,,70,9,867,876,0018-3830,1437-434X,copyright,"©2016 Walter de Gruyter GmbH, Berlin/Boston",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515hf20150228,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515hf20150228&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515hf20150228&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515hf20150228&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Paul Scherrer Institut, Laboratory for Neutron Scattering, 5210 Villigen, Switzerland","Geue, Thomas",lib4ri,10.1515/zpch-2014-0540,https://doi.org/10.1515/zpch-2014-0540,,Poly-acrylic Acid Brushes and Adsorbed Proteins,,"Reinhardt, Matthias;Kreuzer, Martin;Geue, Thomas;Dahint, Reiner;Ballauff, Matthias;Steitz, Roland",2015,Zeitschrift für Physikalische Chemie,"Helmholtz-Zentrum Berlin, Institute of Soft Matter and Functional Materials, Hahn-Meitner-Platz 1, 14109 Berlin, Germany;Helmholtz-Zentrum Berlin, Institute of Soft Matter and Functional Materials, Hahn-Meitner-Platz 1, 14109 Berlin, Germany;Paul Scherrer Institut, Laboratory for Neutron Scattering, 5210 Villigen, Switzerland;Ruprecht-Karls-Universität Heidelberg, Applied Physical Chemistry, Im Neuenheimer Feld 253, 69120 Heidelberg, Germany;Helmholtz-Zentrum Berlin, Institute of Soft Matter and Functional Materials, Hahn-Meitner-Platz 1, 14109 Berlin, Germany;Helmholtz-Zentrum Berlin, Institute of Soft Matter and Functional Materials, Hahn-Meitner-Platz 1, 14109 Berlin, Germany",De Gruyter Oldenbourg,,229,7-8,1119,1139,0942-9352,2196-7156,copyright,©2015 Walter de Gruyter Berlin/Boston,gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515zpch20140540,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515zpch20140540&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515zpch20140540&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515zpch20140540&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Paul Scherrer Institute, 5232 Villigen PSI, Switzerland","Neuhausen, Jörg",lib4ri,10.1515/ract-2015-2420,https://doi.org/10.1515/ract-2015-2420,,"Radiochemical determination of 129I and 36Cl inMEGAPIE, a proton irradiated lead-bismuth eutectic spallation target",,"Hammer-Rotzler, Bernadette;Neuhausen, Jörg;Vockenhuber, Christof;Boutellier, Viktor;Wohlmuther, Michael;Türler, Andreas;Schumann, Dorothea",2015,Radiochimica Acta,"Paul Scherrer Institute, 5232 Villigen PSI, Switzerland;Laboratory of Ion Beam Physics, ETH Zurich, 8093 Zurich, Switzerland;Paul Scherrer Institute, 5232 Villigen PSI, Switzerland;Paul Scherrer Institute, 5232 Villigen PSI, Switzerland;Paul Scherrer Institute, 5232 Villigen PSI, Switzerland",De Gruyter,,103,11,745,758,0033-8230,2193-3405,copyright,©2015 Walter de Gruyter Berlin/Boston,gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515ract20152420,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515ract20152420&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515ract20152420&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515ract20152420&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Applied Wood Laboratory, Swiss Federal Laboratories for Materials Science and Technology (Empa), Überlandstrasse 129, 8600 Dübendorf, Switzerland E-mail: marjan.gilani@empa.ch","Gilani, Marjan Sedighi",lib4ri,10.1515/hf-2013-0247,https://doi.org/10.1515/hf-2013-0247,,Hygric properties of Norway spruce and sycamore after incubation with two white rot fungi,,"Gilani, Marjan Sedighi;Schwarze, Francis W.M.R.",2015,Holzforschung,"Applied Wood Laboratory, Swiss Federal Laboratories for Materials Science and Technology (Empa), Überlandstrasse 129, 8600 Dübendorf, Switzerland E-mail: marjan.gilani@empa.ch;Applied Wood Laboratory, Swiss Federal Laboratories for Materials Science and Technology (Empa), Lerchenfeldstrasse 5, CH-9014 St. Gallen, Switzerland",De Gruyter,,69,1,77,86,0018-3830,1437-434X,copyright,©2015 by De Gruyter,gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515hf20130247,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515hf20130247&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515hf20130247&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515hf20130247&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Paul Scherrer Institut, CH-5232 Villigen PSI, Switzerland University of Bern, CH-3012 Bern, Switzerland","Usoltsev, Ilya",lib4ri,10.1515/ract-2015-2447,https://doi.org/10.1515/ract-2015-2447,,Decomposition studies of group 6 hexacarbonyl complexes. Part 2: Modelling of the decomposition process,,"Usoltsev, Ilya;Eichler, Robert;Türler, Andreas",2016,Radiochimica Acta,"Paul Scherrer Institut, CH-5232 Villigen PSI, Switzerland University of Bern, CH-3012 Bern, Switzerland;Paul Scherrer Institut, CH-5232 Villigen PSI, Switzerland University of Bern, CH-3012 Bern, Switzerland;Paul Scherrer Institut, CH-5232 Villigen PSI, Switzerland University of Bern, CH-3012 Bern, Switzerland",De Gruyter,,104,8,531,537,0033-8230,2193-3405,copyright,"©2016 Walter de Gruyter GmbH, Berlin/Boston",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515ract20152447,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515ract20152447&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515ract20152447&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515ract20152447&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Wood Materials Science, Institute for Building Materials, ETH Zürich, Stefano-Franscini-Platz 3, 8093 Zürich (Switzerland) Applied Wood Materials, Empa-Swiss Federal Laboratories for Materials Science and Technology, Überlandstrasse 129, 8600 Dübendorf (Switzerland) E-mail: huguo@ethz.ch","Guo, Huizhang",lib4ri,10.1515/hf-2015-0185,https://doi.org/10.1515/hf-2015-0185,,UV-protection of wood surfaces by controlled morphology fine-tuning of ZnO nanostructures,,"Guo, Huizhang;Fuchs, Peter;Cabane, Etienne;Michen, Benjamin;Hagendorfer, Harald;Romanyuk, Yaroslav E.;Burgert, Ingo",2016,Holzforschung,"Wood Materials Science, Institute for Building Materials, ETH Zürich, Stefano-Franscini-Platz 3, 8093 Zürich (Switzerland) Applied Wood Materials, Empa-Swiss Federal Laboratories for Materials Science and Technology, Überlandstrasse 129, 8600 Dübendorf (Switzerland) E-mail: huguo@ethz.ch;Laboratory for Thin Films and Photovoltaics, Empa-Swiss Federal Laboratories for Materials Science and Technology, Überlandstrasse 129, 8600 Dübendorf (Switzerland);Wood Materials Science, Institute for Building Materials, ETH Zürich, Stefano-Franscini-Platz 3, 8093 Zürich (Switzerland) Applied Wood Materials, Empa-Swiss Federal Laboratories for Materials Science and Technology, Überlandstrasse 129, 8600 Dübendorf (Switzerland);Wood Materials Science, Institute for Building Materials, ETH Zürich, Stefano-Franscini-Platz 3, 8093 Zürich (Switzerland) Applied Wood Materials, Empa-Swiss Federal Laboratories for Materials Science and Technology, Überlandstrasse 129, 8600 Dübendorf (Switzerland);Laboratory for Thin Films and Photovoltaics, Empa-Swiss Federal Laboratories for Materials Science and Technology, Überlandstrasse 129, 8600 Dübendorf (Switzerland);Laboratory for Thin Films and Photovoltaics, Empa-Swiss Federal Laboratories for Materials Science and Technology, Überlandstrasse 129, 8600 Dübendorf (Switzerland);Wood Materials Science, Institute for Building Materials, ETH Zürich, Stefano-Franscini-Platz 3, 8093 Zürich (Switzerland) Applied Wood Materials, Empa-Swiss Federal Laboratories for Materials Science and Technology, Überlandstrasse 129, 8600 Dübendorf (Switzerland) E-mail: huguo@ethz.ch",De Gruyter,,70,8,699,708,0018-3830,1437-434X,copyright,"©2016 Walter de Gruyter GmbH, Berlin/Boston",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515hf20150185,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515hf20150185&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515hf20150185&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515hf20150185&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Paul Scherrer Institute, 5232 Villigen, PSI, Switzerland","Schumann, Dorothea",lib4ri,10.1515/ract-2015-2398,https://doi.org/10.1515/ract-2015-2398,,Development of an extraction system for the separation of dubnium from rutherfordium using MIBK and HCl/HF solutions,,"Schumann, Dorothea;Dressler, Rugard",2016,Radiochimica Acta,"Paul Scherrer Institute, 5232 Villigen, PSI, Switzerland;Paul Scherrer Institute, 5232 Villigen, PSI, Switzerland",De Gruyter,,104,1,41,49,0033-8230,2193-3405,copyright,©2015 Walter de Gruyter Berlin/Boston,gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515ract20152398,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515ract20152398&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515ract20152398&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515ract20152398&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
