First Matching Affiliation,First Matching Author,Institution Guess,doi,Url to publisher,Url to fulltext in Rero Doc,Article Title,Article Subtitle,Authors,Year,Journal Title,All Affiliations,Publisher,Date of Allowed Open Access Publication (YYYY-MM-DD),Volume,Issue,Start Page,End Page,ISSN (print),ISSN (electronic),Copyright type,Copyright / Licence,Source,Link to Swissbib,Metadata in MARC XML,Metadata in Dublin Core,Metadata in Json-Marc,Comment
"Department of Philosophy, University of Fribourg, Av. de l’Europe 20 Fribourg 1700, Switzerland E-mail: jiri@benovsky.com","Benovsky, Jiri",unifr,10.1515/sats-2015-0017,https://doi.org/10.1515/sats-2015-0017,http://doc.rero.ch/record/325598/files/sats-2015-0017.pdf,Depiction and imagination,,"Benovsky, Jiri",2016,SATS,"Department of Philosophy, University of Fribourg, Av. de l’Europe 20 Fribourg 1700, Switzerland E-mail: jiri@benovsky.com",De Gruyter,,17,1,61,80,1600-1974,1869-7577,copyright,©2016 by De Gruyter Mouton,gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515sats20150017,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515sats20150017&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515sats20150017&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515sats20150017&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"University of Fribourg Language Centre, Rue de Rome 1, CH-1700 Fribourg, Switzerland E-mail: Iris.Schaller-Schwaner@unifr.ch","Schaller-Schwaner, Iris",unifr,10.1515/cercles-2015-0001,https://doi.org/10.1515/cercles-2015-0001,http://doc.rero.ch/record/325831/files/cercles-2015-0001.pdf,Does a picture say more than 7000 words? Windows of opportunity to learn languages – an attempt at a creative reflective poster,,"Schaller-Schwaner, Iris",2015,Language Learning in Higher Education,"University of Fribourg Language Centre, Rue de Rome 1, CH-1700 Fribourg, Switzerland E-mail: Iris.Schaller-Schwaner@unifr.ch",De Gruyter,,5,1,1,23,2191-611X,2191-6128,copyright,©2015 by De Gruyter Mouton,gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515cercles20150001,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515cercles20150001&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515cercles20150001&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515cercles20150001&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
University of Fribourg E-mail: thomas.austenfeld@unifr.ch,"Austenfeld, Thomas",unifr,10.1515/ang-2016-0019,https://doi.org/10.1515/ang-2016-0019,http://doc.rero.ch/record/326202/files/ang-2016-0019.pdf,"Barbara Korte and Frédéric Regard (eds.). Narrating “Precariousness”: Modes, Media, Ethics. Heidelberg: Winter, 2014, 138 pp., € 26.00.",,"Austenfeld, Thomas",2016,Anglia,University of Fribourg E-mail: thomas.austenfeld@unifr.ch,De Gruyter Mouton,,134,1,188,191,0340-5222,1865-8938,copyright,"© 2016 Walter de Gruyter GmbH, Berlin/Boston",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515ang20160019,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515ang20160019&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515ang20160019&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515ang20160019&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Universität Fribourg, Bereich Geschichte moderner, Freiburg, Schweiz, Schweiz E-mail: siegfried.weichlein@unifr.ch","Weichlein, Siegfried",unifr,10.1515/hzhz-2016-0244,https://doi.org/10.1515/hzhz-2016-0244,http://doc.rero.ch/record/326489/files/hzhz-2016-0244.pdf,"Andreas Heinemann, Stadt, Konfession und Nation. Bürgerliche Nationsvorstellungen zur Reichsgründungszeit. Duisburg, Universitätsverlag Rhein-Ruhr 2014",,"Weichlein, Siegfried",2016,Historische Zeitschrift,"Universität Fribourg, Bereich Geschichte moderner, Freiburg, Schweiz, Schweiz E-mail: siegfried.weichlein@unifr.ch",De Gruyter Oldenbourg,,302,3,823,825,0018-2613,2196-680X,copyright,"© by Oldenbourg Wissenschaftsverlag, München, Germany",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515hzhz20160244,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515hzhz20160244&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515hzhz20160244&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515hzhz20160244&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Université de Fribourg, Institut Dominique Barthélemy, Rue des Alpes 6, CH-1700 Fribourg, Switzerland","Schenker, Adrian",unifr,10.1515/zaw-2016-0028,https://doi.org/10.1515/zaw-2016-0028,http://doc.rero.ch/record/324746/files/zaw-2016-0028.pdf,Zwei neue Textausgaben der hebräischen Bibel im Vergleich: Biblia Hebraica Quinta und The Hebrew Bible: A Critical Edition,,"Schenker, Adrian;Locher, Clemens",2016,Zeitschrift für die alttestamentliche Wissenschaft,"Université de Fribourg, Institut Dominique Barthélemy, Rue des Alpes 6, CH-1700 Fribourg, Switzerland;Université de Fribourg, Institut Dominique Barthélemy, Rue des Alpes 6, CH-1700 Fribourg, Switzerland",De Gruyter,,128,3,468,471,0044-2526,1613-0103,copyright,© De Gruyter,gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515zaw20160028,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515zaw20160028&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515zaw20160028&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515zaw20160028&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Department of Law, Fribourg University, Avenue de l’Europe 20, 1700 Fribourg, Switzerland Georgetown University Law Center, Washington, DC 20001, United States of America","Werro, Franz",unifr,10.1515/jtl-2016-0008,https://doi.org/10.1515/jtl-2016-0008,http://doc.rero.ch/record/325699/files/jtl-2016-0008.pdf,Is MacPherson A Legacy of Civilian Views?,,"Werro, Franz;Hasbun, Claudia",2016,Journal of Tort Law,"Department of Law, Fribourg University, Avenue de l’Europe 20, 1700 Fribourg, Switzerland Georgetown University Law Center, Washington, DC 20001, United States of America;Georgetown University Law Center, Washington, DC 20001, United States of America",De Gruyter,,9,1-2,67,90,2194-6515,1932-9148,copyright,©2016 by De Gruyter,gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515jtl20160008,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515jtl20160008&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515jtl20160008&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515jtl20160008&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"University of Fribourg, Department of Communication and Media Research (DCM)","Buhmann, Alexander",unifr,10.1515/commun-2015-0010,https://doi.org/10.1515/commun-2015-0010,http://doc.rero.ch/record/325210/files/commun-2015-0010.pdf,Dimensions of diversity: Mapping the field of media and communication studies by combining cognitive and material dimensions,,"Buhmann, Alexander;Ingenhoff, Diana;Lepori, Benedetto",2015,Communications,"University of Fribourg, Department of Communication and Media Research (DCM);University of Fribourg, Department of Communication and Media Research (DCM);University of Lugano, Center for Organizational Research",De Gruyter Mouton,,40,3,267,293,0341-2059,1613-4087,copyright,"©2015 Walter de Gruyter GmbH, Berlin Boston",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515commun20150010,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515commun20150010&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515commun20150010&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515commun20150010&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"University of Fribourg, Bd. de Pérolles 90, 1700 Fribourg, Switzerland CREMA – Center for Research in Economics, Management and the Arts, Zurich, Switzerland","Portmann, Marco",unifr,10.1515/bejeap-2016-0040,https://doi.org/10.1515/bejeap-2016-0040,http://doc.rero.ch/record/326443/files/bejeap-2016-0040.pdf,How Lobbying Affects Representation: Results for Majority-Elected Politicians,,"Stadelmann, David;Portmann, Marco;Eichenberger, Reiner",2016,The B.E. Journal of Economic Analysis & Policy,"University of Bayreuth, Universitätsstraße 30, 95440 Bayreuth, Germany CREMA – Center for Research in Economics, Management and the Arts, Zurich, Switzerland;University of Fribourg, Bd. de Pérolles 90, 1700 Fribourg, Switzerland CREMA – Center for Research in Economics, Management and the Arts, Zurich, Switzerland;University of Fribourg, Bd. de Pérolles 90, 1700 Fribourg, Switzerland CREMA – Center for Research in Economics, Management and the Arts, Zurich, Switzerland",De Gruyter,,16,4,,,2194-6108,1935-1682,copyright,©2016 by De Gruyter,gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515bejeap20160040,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515bejeap20160040&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515bejeap20160040&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515bejeap20160040&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Department für Kommunikationswissenschaft und Medienforschung, Université de Fribourg, Switzerland","Früh, Hannah",unifr,10.1515/commun-2016-0001,https://doi.org/10.1515/commun-2016-0001,http://doc.rero.ch/record/325092/files/commun-2016-0001.pdf,"‘The world ain’t all sunshine’: Investigating the relationship between mean world beliefs, conservatism and crime TV exposure",,"Jöckel, Sven;Früh, Hannah",2016,Communications,"Seminar für Medien und Kommunikationswissenschaft, Universität Erfurt, Germany;Department für Kommunikationswissenschaft und Medienforschung, Université de Fribourg, Switzerland",De Gruyter Mouton,,41,2,195,217,0341-2059,1613-4087,copyright,"©2016 Walter de Gruyter GmbH, Berlin Boston",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515commun20160001,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515commun20160001&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515commun20160001&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515commun20160001&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Universität Freiburg i.Ü., Departement Historische Wissenschaften, Fribourg, Switzerland; E-mail: siegfried.weichlein@unifr.ch","Weichlein, Siegfried",unifr,10.1515/hzhz-2016-0463,https://doi.org/10.1515/hzhz-2016-0463,http://doc.rero.ch/record/326567/files/hzhz-2016-0463.pdf,Europäische Nationalgeschichten im Wandel,,"Weichlein, Siegfried",2016,Historische Zeitschrift,"Universität Freiburg i.Ü., Departement Historische Wissenschaften, Fribourg, Switzerland; E-mail: siegfried.weichlein@unifr.ch",De Gruyter Oldenbourg,,303,3,760,789,0018-2613,2196-680X,copyright,© by Walter de Gruyter Berlin/Boston,gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515hzhz20160463,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515hzhz20160463&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515hzhz20160463&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515hzhz20160463&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
