First Matching Affiliation,First Matching Author,Institution Guess,doi,Url to publisher,Url to fulltext in Rero Doc,Article Title,Article Subtitle,Authors,Year,Journal Title,All Affiliations,Publisher,Date of Allowed Open Access Publication (YYYY-MM-DD),Volume,Issue,Start Page,End Page,ISSN (print),ISSN (electronic),Copyright type,Copyright / Licence,Source,Link to Swissbib,Metadata in MARC XML,Metadata in Dublin Core,Metadata in Json-Marc,Comment
"1Kathrin Holz, Université de Lausanne, Section de langues et civilisations slaves et de l’Asie du Sud, Anthropole 4081, Lausanne 1015, Switzerland Kathrin Holz, Université de Lausanne, Section de langues et civilisations slaves et de l’Asie du Sud, Anthropole 4081, Lausanne 1015, Switzerland E-mail: kathrin.holz@unil.ch","Holz, Kathrin",unil,10.1515/asia-2016-0054,https://doi.org/10.1515/asia-2016-0054,http://doc.rero.ch/record/331710/files/asia-2016-0054.pdf,The Ṣaḍakṣara-vidyā: A translation and study of the Tibetan version of the six-syllables spell,,"Holz, Kathrin",2017,Asiatische Studien - Études Asiatiques,"1Kathrin Holz, Université de Lausanne, Section de langues et civilisations slaves et de l’Asie du Sud, Anthropole 4081, Lausanne 1015, Switzerland Kathrin Holz, Université de Lausanne, Section de langues et civilisations slaves et de l’Asie du Sud, Anthropole 4081, Lausanne 1015, Switzerland E-mail: kathrin.holz@unil.ch",De Gruyter,,71,1,229,242,0004-4717,2235-5871,copyright,"© 2017 Walter de Gruyter GmbH, Berlin/Boston",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515asia20160054,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515asia20160054&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515asia20160054&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515asia20160054&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Université de Lausanne, Institut religions, cultures, modernité, Bureau 5017, Lausanne, 1015, Switzerland. E-mail: yann.dahhaoui@gmail.com","Dahhaoui, Yann",unil,10.1515/hzhz-2017-1207,https://doi.org/10.1515/hzhz-2017-1207,http://doc.rero.ch/record/330973/files/hzhz-2017-1207.pdf,"Tanja Skambraks, Das Kinderbischofsfest im Mittelalter. (Micrologus’ Library, 62.) Firenze, SISMEL – Edizioni del Galluzzo 2014",,"Dahhaoui, Yann",2017,Historische Zeitschrift,"Université de Lausanne, Institut religions, cultures, modernité, Bureau 5017, Lausanne, 1015, Switzerland. E-mail: yann.dahhaoui@gmail.com",De Gruyter Oldenbourg,,304,3,776,779,0018-2613,2196-680X,copyright,© by Walter de Gruyter Berlin/Boston,gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515hzhz20171207,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515hzhz20171207&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515hzhz20171207&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515hzhz20171207&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Neuchâtel Platform of Analytical Chemistry (NPAC), Institut de Chimie, Université de Neuchâtel, Avenue de Bellevaux 51, 2000 Neuchâtel, Switzerland Institut des sciences et ingénierie chimiques (ISIC), Ecole Polytechnique Fédérale de LaUSAnne (EPFL), 1015 LaUSAnne, Switzerland","Carnevale, Diego",unil,10.1515/zpch-2016-0808,https://doi.org/10.1515/zpch-2016-0808,http://doc.rero.ch/record/332185/files/zpch-2016-0808.pdf,Exciting Wide NMR Spectra of Static Solid Samples with Weak Radiofrequency Fields,,"Carnevale, Diego;Chinthalapalli, Srinivas;Bodenhausen, Geoffrey",2017,Zeitschrift für Physikalische Chemie,"Neuchâtel Platform of Analytical Chemistry (NPAC), Institut de Chimie, Université de Neuchâtel, Avenue de Bellevaux 51, 2000 Neuchâtel, Switzerland Institut des sciences et ingénierie chimiques (ISIC), Ecole Polytechnique Fédérale de LaUSAnne (EPFL), 1015 LaUSAnne, Switzerland;Institut des sciences et ingénierie chimiques (ISIC), Ecole Polytechnique Fédérale de LaUSAnne (EPFL), 1015 LaUSAnne, Switzerland Analytical and Spectroscopy Division (ASD), Analytical, Spectroscopy and Ceramics Group (ASCG), Propellants, Polymers, Chemicals and Materials (PCM) Entity, Vikram Sarabhai Space Centre (VSSC), Thiruvananthapuram 695 022, India;Institut des sciences et ingénierie chimiques (ISIC), Ecole Polytechnique Fédérale de LaUSAnne (EPFL), 1015 LaUSAnne, Switzerland Departement de Chimie, Ecole Normale Superieure, PSL Research University, UPMC Univ Paris 06, CNRS, Laboratoire des Biomolecules (LBM), 24 rue Lhomond, 75005 Paris, France Sorbonne Universites, UPMC Univ Paris 06, Ecole Normale Superieure, CNRS, Laboratoire des Biomolecules (LBM), Paris, France",De Gruyter,,231,3,527,543,0942-9352,2196-7156,copyright,"©2017 Walter de Gruyter GmbH, Berlin/Boston",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515zpch20160808,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515zpch20160808&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515zpch20160808&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515zpch20160808&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Department of Psychiatry (DP-CHUV), University of Lausanne, Prilly, Switzerland","Baumann, Pierre",unil,10.1515/dmpt-2017-0033,https://doi.org/10.1515/dmpt-2017-0033,http://doc.rero.ch/record/333146/files/dmpt-2017-0033.pdf,Creation of the Swiss group of Pharmacogenomics and personalised Therapy (SPT),,"Amstutz, Ursula;Mlakar, Vid;Curtis, Patricia Huezo-Diaz;Samer, Caroline;Baumann, Pierre;Bühlmann, Roland P.;Meier-Abt, Peter;Meyer, Urs A.;Van Schaik, Ron H.N.;Ansari, Marc",2017,Drug Metabolism and Personalized Therapy,"University Institute of Clinical Chemistry, Inselspital Bern University Hospital, University of Bern, Bern, Switzerland;CANSEARCH Research Laboratory, Geneva University Medical School, Geneva, Switzerland;CANSEARCH Research Laboratory, Geneva University Medical School, Geneva, Switzerland;Clinical Pharmacology and Toxicology, Geneva University Hospitals, Geneva, Switzerland;Department of Psychiatry (DP-CHUV), University of Lausanne, Prilly, Switzerland;Bühlmann Laboratories AG, Schönenbuch, Switzerland;Swiss Academy of Medical Sciences, Bern, Switzerland;Biozentrum, University of Basel, Basel, Switzerland;Erasmus University Medical Center Rotterdam, Rotterdam, The Netherlands;CANSEARCH Research Laboratory, Geneva University Medical School, Geneva, Switzerland Geneva University Hospital, Pediatric Department, Onco-Hematology Unit, Rue Willy-Donzé 6, 1205 Geneva, Switzerland E-mail: Marc.Ansari@hcuge.ch",De Gruyter,,32,4,173,174,2363-8907,2363-8915,copyright,"©2017 Walter de Gruyter GmbH, Berlin/Boston",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515dmpt20170033,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515dmpt20170033&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515dmpt20170033&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515dmpt20170033&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Gynécologie-Obstétrique, 65, Avenue Jean Jaurès, F-30900 Nîmes, France, Phone: +0033/466047720, Fax: +0033/466047722 Centre du sein, CHUV Lausanne, Lausanne, Switzerland","Heiss, Niko",unil,10.1515/hmbci-2017-0023,https://doi.org/10.1515/hmbci-2017-0023,http://doc.rero.ch/record/332000/files/hmbci-2017-0023.pdf,Risk factors for positive resection margins of breast cancer tumorectomy specimen following breast-conserving surgery,,"Heiss, Niko;Rousson, Valentin;Ifticene-Treboux, Assia;Lehr, Hans-Anton;Delaloye, Jean-François",2017,Hormone Molecular Biology and Clinical Investigation,"Gynécologie-Obstétrique, 65, Avenue Jean Jaurès, F-30900 Nîmes, France, Phone: +0033/466047720, Fax: +0033/466047722 Centre du sein, CHUV Lausanne, Lausanne, Switzerland;Institut de médecine sociale et préventive, CHUV Lausanne, Lausanne, Switzerland;Centre du sein, CHUV Lausanne, Lausanne, Switzerland;Institut für Pathologie im Medizin Campus Bodensee, Friedrichshafen, Germany;Centre du sein, CHUV Lausanne, Lausanne, Switzerland",De Gruyter,,32,2,,,,1868-1891,copyright,"©2017 Walter de Gruyter GmbH, Berlin/Boston",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515hmbci20170023,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515hmbci20170023&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515hmbci20170023&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515hmbci20170023&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"University of Lausanne, Switzerland, Department of French E-mail: antonio.rodriguez@unil.ch","Rodriguez, Antonio",unil,10.1515/jlt-2017-0012,https://doi.org/10.1515/jlt-2017-0012,http://doc.rero.ch/record/332392/files/jlt-2017-0012.pdf,Lyric Reading and Empathy,,"Rodriguez, Antonio",2017,Journal of Literary Theory,"University of Lausanne, Switzerland, Department of French E-mail: antonio.rodriguez@unil.ch",De Gruyter,,11,1,108,117,1862-5290,1862-8990,copyright,"©2017 Walter de Gruyter GmbH & Co. KG, Berlin/Boston",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515jlt20170012,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515jlt20170012&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515jlt20170012&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515jlt20170012&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"University of Lausanne, Faculty of Business and Economics (HEC), CH1015 Lausanne Switzerland E-mail: jean-paul.renne@m4x.org","Renne, Jean-Paul",unil,10.1515/snde-2016-0043,https://doi.org/10.1515/snde-2016-0043,http://doc.rero.ch/record/332236/files/snde-2016-0043.pdf,A model of the euro-area yield curve with discrete policy rates,,"Renne, Jean-Paul",2017,Studies in Nonlinear Dynamics & Econometrics,"University of Lausanne, Faculty of Business and Economics (HEC), CH1015 Lausanne Switzerland E-mail: jean-paul.renne@m4x.org",De Gruyter,,21,1,99,116,1081-1826,1558-3708,copyright,"©2017 Walter de Gruyter GmbH, Berlin/Boston",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515snde20160043,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515snde20160043&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515snde20160043&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515snde20160043&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Department of Radiology, Lausanne University Hospital, Lausanne, Switzerland","Marie, Guillaume",unil,10.1093/ageing/afy073,https://doi.org/10.1093/ageing/afy073,http://doc.rero.ch/record/333107/files/AGEING_47_5_760.pdf,An older woman with herpes zoster ophthalmicus complicated by orbital apex syndrome,,"Marie, Guillaume;Scheffler, Max",2018,Age and Ageing,"Department of Radiology, Lausanne University Hospital, Lausanne, Switzerland;Department of Radiology, Geneva University Hospitals, Thonex, Switzerland E-mail: max.scheffler@hcuge.ch",Oxford University Press,,47,5,760,760,0002-0729,1468-2834,copyright,"© The Author(s) 2018. Published by Oxford University Press on behalf of the British Geriatrics Society. All rights reserved. For permissions, please email: journals.permissions@oup.com",oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093ageingafy073,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093ageingafy073&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093ageingafy073&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093ageingafy073&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Department of Ecology and Evolution, University of Lausanne, 1015 Lausanne, Switzerland; Swiss Institute of Bioinformatics, Quartier Sorge, 1015 Lausanne, Swizterland;","Kostikova, Anna",unil,10.1093/sysbio/syw010,https://doi.org/10.1093/sysbio/syw010,http://doc.rero.ch/record/331668/files/SYSBIO_65_3_417.pdf,Bridging Inter- and Intraspecific Trait Evolution with a Hierarchical Bayesian Approach,,"Kostikova, Anna;Silvestro, Daniele;Pearman, Peter B.;Salamin, Nicolas",2016,Systematic Biology,"Department of Ecology and Evolution, University of Lausanne, 1015 Lausanne, Switzerland; Swiss Institute of Bioinformatics, Quartier Sorge, 1015 Lausanne, Swizterland;;Department of Ecology and Evolution, University of Lausanne, 1015 Lausanne, Switzerland; Swiss Institute of Bioinformatics, Quartier Sorge, 1015 Lausanne, Swizterland; Department of Biological and Environmental Sciences, University of Gothenburg, Carl Skottsbergsgata 22B, 413 19 Gothenburg, Sweden;;Department of Plant Biology and Ecology, University of the Basque Country UPV/EHU, 48940 Leioa, Spain; and IKERBASQUE, Basque Foundation for Science, 48013 Bilbao, Spain.;Department of Ecology and Evolution, University of Lausanne, 1015 Lausanne, Switzerland; Swiss Institute of Bioinformatics, Quartier Sorge, 1015 Lausanne, Swizterland; E-mail: nicolas.salamin@unil.ch",Oxford University Press,,65,3,417,431,1063-5157,1076-836X,copyright,"© The Author(s) 2016. Published by Oxford University Press, on behalf of the Society of Systematic Biologists. All rights reserved. For Permissions, please email: journals.permissions@oup.com",oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093sysbiosyw010,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093sysbiosyw010&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093sysbiosyw010&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093sysbiosyw010&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Department of Physiology, University of Lausanne, Lausanne, Switzerland","Egli, Léonie",unil,10.3945/ajcn.115.116988,https://doi.org/10.3945/ajcn.115.116988,http://doc.rero.ch/record/331976/files/AJCN_103_2_348.pdf,Exercise performed immediately after fructose ingestion enhances fructose oxidation and suppresses fructose storage,,"Egli, Léonie;Lecoultre, Virgile;Cros, Jérémy;Rosset, Robin;Marques, Anne-Sophie;Schneiter, Philippe;Hodson, Leanne;Gabert, Laure;Laville, Martine;Tappy, Luc",2016,The American Journal of Clinical Nutrition,"Department of Physiology, University of Lausanne, Lausanne, Switzerland;Department of Physiology, University of Lausanne, Lausanne, Switzerland;Department of Physiology, University of Lausanne, Lausanne, Switzerland;Department of Physiology, University of Lausanne, Lausanne, Switzerland;Department of Physiology, University of Lausanne, Lausanne, Switzerland;Department of Physiology, University of Lausanne, Lausanne, Switzerland;Oxford Centre for Diabetes, Endocrinology and Metabolism, University of Oxford, Oxford, United Kingdom;Centre for Research in Human Nutrition Rhône-Alpes European Centre of Nutrition for Health, Lyon 1 University, Lyon, France;Centre for Research in Human Nutrition Rhône-Alpes European Centre of Nutrition for Health, Lyon 1 University, Lyon, France;Department of Physiology, University of Lausanne, Lausanne, Switzerland E-mail: luc.tappy@unil.ch",Oxford University Press,,103,2,348,355,0002-9165,1938-3207,copyright,© 2016 American Society for Nutrition,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford103945ajcn115116988,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford103945ajcn115116988&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford103945ajcn115116988&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford103945ajcn115116988&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
