First Matching Affiliation,First Matching Author,Institution Guess,doi,Url to publisher,Url to fulltext in Rero Doc,Article Title,Article Subtitle,Authors,Year,Journal Title,All Affiliations,Publisher,Date of Allowed Open Access Publication (YYYY-MM-DD),Volume,Issue,Start Page,End Page,ISSN (print),ISSN (electronic),Copyright type,Copyright / Licence,Source,Link to Swissbib,Metadata in MARC XML,Metadata in Dublin Core,Metadata in Json-Marc,Comment
"Department of Radiology, Inselspital, Bern University, Bern, Switzerland","Maurer, Martin",unibe,10.1515/bmt-2015-0163,https://doi.org/10.1515/bmt-2015-0163,,Tailored interactive sequences for continuous MR-image-guided freehand biopsies of different organs in an open system at 1.0 tesla (T) – Initial experience,,"Streitparth, Florian;Althoff, Christian;Jonczyk, Martin;Guettler, Felix;Maurer, Martin;Rathke, Hendrik;Sponheuer, Keno Moritz;Hamm, Bernd;Teichgräber, Ulf K.;De Bucourt, Maximilian",2017,Biomedical Engineering / Biomedizinische Technik,"Department of Radiology, Charité – University Medicine Berlin, Berlin, Germany;Department of Radiology, Charité – University Medicine Berlin, Berlin, Germany;Department of Radiology, Charité – University Medicine Berlin, Berlin, Germany;Department of Radiology, Friedrich-Schiller-University, Jena, Germany;Department of Radiology, Inselspital, Bern University, Bern, Switzerland;Department of Radiology and Nuclear Medicine, University of Heidelberg, Heidelberg, Germany;Department of Radiology, Charité – University Medicine Berlin, Berlin, Germany;Department of Radiology, Charité – University Medicine Berlin, Berlin, Germany;Department of Radiology, Friedrich-Schiller-University, Jena, Germany;Department of Radiology, Charité – University Medicine Berlin, Berlin, Germany",De Gruyter,,62,6,557,563,0013-5585,1862-278X,copyright,"©2017 Walter de Gruyter GmbH, Berlin/Boston",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515bmt20150163,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515bmt20150163&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515bmt20150163&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515bmt20150163&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Department of English, University of Bern, 3012 Bern, Switzerland E-mail: david.britain@ens.unibe.ch","Britain, David",unibe,10.1515/ijsl-2017-0025,https://doi.org/10.1515/ijsl-2017-0025,,"Language, mobility and scale in South and Central Asia: a commentary",,"Britain, David",2017,International Journal of the Sociology of Language,"Department of English, University of Bern, 3012 Bern, Switzerland E-mail: david.britain@ens.unibe.ch",De Gruyter,,2017,247,127,137,0165-2516,1613-3668,copyright,"© 2017 Walter de Gruyter GmbH, Berlin/Boston",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515ijsl20170025,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515ijsl20170025&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515ijsl20170025&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515ijsl20170025&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Universität Bern, Bern, Switzerland E-mail: viktoresc@hotmail.com","Lara, Victor",unibe,10.1515/dialect-2017-0005,https://doi.org/10.1515/dialect-2017-0005,,Patrones de ergatividad en el español peninsular,,"Lara, Victor",2017,Dialectologia et Geolinguistica,"Universität Bern, Bern, Switzerland E-mail: viktoresc@hotmail.com",De Gruyter,,25,1,93,122,0942-4040,1867-0903,copyright,© 2017 Walter de Gruyter BmgH Berlin/Boston,gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515dialect20170005,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515dialect20170005&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515dialect20170005&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515dialect20170005&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Universität Bern, Institut für Archäologische Wissenschaften, Abt. Vorderasiatische Archäologie, Länggass-Strasse 10, CH-3012 BernUniversität BernInstitut für Archäologische Wissenschaften, Abt. Vorderasiatische ArchäologieLänggass-Strasse 10CH-3012 BernSwitzerland E-mail: susanne.rutishauser@iaw.unibe.ch","Rutishauser, Susanne",unibe,10.1515/aofo-2017-0016,https://doi.org/10.1515/aofo-2017-0016,,Siedlungskammer Kilikien,Untersuchungen zur Siedlungsentwicklung der Bronze- und Eisenzeit,"Rutishauser, Susanne",2017,Altorientalische Forschungen,"Universität Bern, Institut für Archäologische Wissenschaften, Abt. Vorderasiatische Archäologie, Länggass-Strasse 10, CH-3012 BernUniversität BernInstitut für Archäologische Wissenschaften, Abt. Vorderasiatische ArchäologieLänggass-Strasse 10CH-3012 BernSwitzerland E-mail: susanne.rutishauser@iaw.unibe.ch",De Gruyter Akademie Forschung,,44,2,121,149,0232-8461,2196-6761,copyright,"© 2017 Walter de Gruyter GmbH, Berlin/Boston",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515aofo20170016,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515aofo20170016&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515aofo20170016&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515aofo20170016&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Department of Cardiology, Swiss Cardiovascular Center Bern, Bern University Hospital, Bern, Switzerland","Grübler, Martin Robert",unibe,10.1515/cclm-2016-1159,https://doi.org/10.1515/cclm-2016-1159,,Low-grade inflammation and tryptophan-kynurenine pathway activation are associated with adverse cardiac remodeling in primary hyperparathyroidism: the EPATH trial,,"Verheyen, Nicolas;Meinitzer, Andreas;Grübler, Martin Robert;Ablasser, Klemens;Kolesnik, Ewald;Fahrleitner-Pammer, Astrid;Belyavskiy, Evgeny;Trummer, Christian;Schwetz, Verena;Pieske-Kraigher, Elisabeth;Voelkl, Jakob;Alesutan, Ioana;Catena, Cristiana;Sechi, Leonardo Alberto;Brussee, Helmut;Lewinski, Dirk Von;März, Winfried;Pieske, Burkert;Pilz, Stefan;Tomaschitz, Andreas",2017,Clinical Chemistry and Laboratory Medicine (CCLM),"Department of Cardiology, Medical University of Graz, Auenbruggerplatz 15, 8036 Graz, Austria, Phone: +43 (316)385-30173, Fax: +43 (316)385-13733;Clinical Institute of Medical and Chemical Laboratory Diagnostics, Medical University of Graz, Graz, Austria;Department of Cardiology, Swiss Cardiovascular Center Bern, Bern University Hospital, Bern, Switzerland;Department of Cardiology, Medical University of Graz, Graz, Austria;Department of Cardiology, Medical University of Graz, Graz, Austria;Division of Endocrinology and Diabetology, Department of Internal Medicine, Medical University of Graz, Graz, Austria;Medizinische Klinik mit Schwerpunkt Kardiologie, Campus Virchow-Klinikum, Charité-Universitaetsmedizin Berlin, Berlin, Germany;Division of Endocrinology and Diabetology, Department of Internal Medicine, Medical University of Graz, Graz, Austria;Division of Endocrinology and Diabetology, Department of Internal Medicine, Medical University of Graz, Graz, Austria;Medizinische Klinik mit Schwerpunkt Kardiologie, Campus Virchow-Klinikum, Charité-Universitaetsmedizin Berlin, Berlin, Germany;Medizinische Klinik mit Schwerpunkt Kardiologie, Campus Virchow-Klinikum, Charité-Universitaetsmedizin Berlin, Berlin, Germany;Medizinische Klinik mit Schwerpunkt Kardiologie, Campus Virchow-Klinikum, Charité-Universitaetsmedizin Berlin, Berlin, Germany;Hypertension Unit, Internal Medicine, Department of Experimental and Clinical Medical Sciences, University of Udine, Udine, Italy;Hypertension Unit, Internal Medicine, Department of Experimental and Clinical Medical Sciences, University of Udine, Udine, Italy;Department of Cardiology, Medical University of Graz, Graz, Austria;Department of Cardiology, Medical University of Graz, Graz, Austria;Clinical Institute of Medical and Chemical Laboratory Diagnostics, Medical University of Graz, Graz, Austria Synlab Academy, Synlab Services LLC, Mannheim, Germany Medical Clinic V (Nephrology, Hypertensiology, Endocrinology), Medical Faculty Mannheim, Ruperto Carola University Heidelberg, Mannheim, Germany;Medizinische Klinik mit Schwerpunkt Kardiologie, Campus Virchow-Klinikum, Charité-Universitaetsmedizin Berlin, Berlin, Germany;Division of Endocrinology and Diabetology, Department of Internal Medicine, Medical University of Graz, Graz, Austria; Department of Health Sciences and the EMGO Institute, VU University Amsterdam, The Netherlands;Medical Clinic V (Nephrology, Hypertensiology, Endocrinology), Medical Faculty Mannheim, Ruperto Carola University Heidelberg, Mannheim, Germany Bad Gleichenberg Clinic, Bad Gleichenberg, Austria",De Gruyter,,55,7,1034,1042,1434-6621,1437-4331,copyright,"©2017 Walter de Gruyter GmbH, Berlin/Boston",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515cclm20161159,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515cclm20161159&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515cclm20161159&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515cclm20161159&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Universität BernHistorisches Institut, Bern, Switzerland; E-mail: daniel.segesser@hist.unibe.ch","Segesser, Daniel Marc",unibe,10.1515/hzhz-2017-1137,https://doi.org/10.1515/hzhz-2017-1137,,"Gerd Krumeich, Deutschland, Frankreich und der Krieg. Hrsg. v. Susanne Brandt, Thomas Gerhards u. Uta Hinz. Essen, Klartext 2015",,"Segesser, Daniel Marc",2017,Historische Zeitschrift,"Universität BernHistorisches Institut, Bern, Switzerland; E-mail: daniel.segesser@hist.unibe.ch",De Gruyter Oldenbourg,,304,2,531,532,0018-2613,2196-680X,copyright,© by Walter de Gruyter Berlin/Boston,gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515hzhz20171137,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515hzhz20171137&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515hzhz20171137&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515hzhz20171137&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Departement Engineering and Information Technology, Bern University of Applied Sciences, Jlcoweg 1, CH-3400 Burgdorf, Switzerland","Heck, Horst",unibe,10.1515/jiip-2016-0019,https://doi.org/10.1515/jiip-2016-0019,,Stability of the inverse boundary value problem for the biharmonic operator: Logarithmic estimates,,"Choudhury, Anupam Pal;Heck, Horst",2017,Journal of Inverse and Ill-posed Problems,"Departement Mathematik und Informatik, Universität Basel, Spiegelgasse 1, CH-4051, Basel, Switzerland;Departement Engineering and Information Technology, Bern University of Applied Sciences, Jlcoweg 1, CH-3400 Burgdorf, Switzerland",De Gruyter,,25,2,251,263,0928-0219,1569-3945,copyright,© 2017 by De Gruyter,gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515jiip20160019,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515jiip20160019&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515jiip20160019&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515jiip20160019&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Université de Genève, Sciences de l'antiquité; Bern, Schweiz Switzerland E-mail: manuel.ceccarelli@unige.ch","Ceccarelli, Manuel",unibe,10.1515/fabula-2017-0032,https://doi.org/10.1515/fabula-2017-0032,,Milchzauber und Verwandtes in sumerischen Texten,,"Ceccarelli, Manuel",2017,Fabula,"Université de Genève, Sciences de l'antiquité; Bern, Schweiz Switzerland E-mail: manuel.ceccarelli@unige.ch",De Gruyter Oldenbourg,,58,3-4,375,382,0014-6242,1613-0464,copyright,"© 2017 Walter de Gruyter GmbH, Berlin/Boston",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515fabula20170032,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515fabula20170032&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515fabula20170032&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515fabula20170032&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Institute for Building Materials, ETH Zürich, Zürich, Switzerland Institute for Material and Wood Technology, Bern University of Applied Sciences, Burgdorf, Switzerland","Niemz, Peter",unibe,10.1515/hf-2017-0063,https://doi.org/10.1515/hf-2017-0063,,Determination of mode I and mode II fracture toughness of walnut and cherry in TR and RT crack propagation system by the Arcan test,,"Murata, Koji;Bachtiar, Erik Valentine;Niemz, Peter",2017,Holzforschung,"Graduate School of Agriculture, Kyoto University, Kitashirakawa-Oiwake cho, Sakyo ku, Kyoto city, Kyoto, 606-8502, Japan;Institute for Building Materials, ETH Zürich, Zürich, Switzerland;Institute for Building Materials, ETH Zürich, Zürich, Switzerland Institute for Material and Wood Technology, Bern University of Applied Sciences, Burgdorf, Switzerland",De Gruyter,,71,12,985,990,0018-3830,1437-434X,copyright,"©2017 Walter de Gruyter GmbH, Berlin/Boston",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515hf20170063,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515hf20170063&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515hf20170063&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515hf20170063&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Department of Nephrology, Hypertension and Clinical Pharmacology and Department of Clinical Research, Inselspital University Hospital Bern, Bern, Switzerland","Mohaupt, Markus G.",unibe,10.1515/jpm-2016-0270,https://doi.org/10.1515/jpm-2016-0270,,Serum cholesterol acceptor capacity in intrauterine growth restricted fetuses,,"Pecks, Ulrich;Rath, Werner;Bauerschlag, Dirk O.;Maass, Nicolai;Orlikowsky, Thorsten;Mohaupt, Markus G.;Escher, Geneviève",2017,Journal of Perinatal Medicine,"Department of Obstetrics and Gynecology, University Hospital of Schleswig-Holstein Campus Kiel, Arnold-Heller-Straße 3, 24105 Kiel, Germany, Tel.: +49 431 597 2100 Department of Obstetrics and Gynecology, University Hospital of the RWTH, Aachen, Germany;Department of Obstetrics and Gynecology, University Hospital Schleswig-Holstein, Kiel, Germany;Department of Obstetrics and Gynecology, University Hospital Schleswig-Holstein, Kiel, Germany;Department of Obstetrics and Gynecology, University Hospital Schleswig-Holstein, Kiel, Germany;Section Neonatology, Department of Pediatric and Adolescent Medicine, University Hospital of the RWTH, Aachen, Germany;Department of Nephrology, Hypertension and Clinical Pharmacology and Department of Clinical Research, Inselspital University Hospital Bern, Bern, Switzerland;Department of Nephrology, Hypertension and Clinical Pharmacology and Department of Clinical Research, Inselspital University Hospital Bern, Bern, Switzerland",De Gruyter,,45,7,829,835,0300-5577,1619-3997,copyright,"©2017 Walter de Gruyter GmbH, Berlin/Boston",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515jpm20160270,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515jpm20160270&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515jpm20160270&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515jpm20160270&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
