First Matching Affiliation,First Matching Author,Institution Guess,doi,Url to publisher,Url to fulltext in Rero Doc,Article Title,Article Subtitle,Authors,Year,Journal Title,All Affiliations,Publisher,Date of Allowed Open Access Publication (YYYY-MM-DD),Volume,Issue,Start Page,End Page,ISSN (print),ISSN (electronic),Copyright type,Copyright / Licence,Source,Link to Swissbib,Metadata in MARC XML,Metadata in Dublin Core,Metadata in Json-Marc,Comment
"Department of Endocrinology, Diabetology and Metabolism, Medical University Clinic, Kantonsspital Aarau, Aarau, Switzerland University of Basel, Basel, Switzerland","Odermatt, Jonas",unibas,10.1515/cclm-2016-0760,https://doi.org/10.1515/cclm-2016-0760,http://doc.rero.ch/record/333102/files/cclm-2016-0760.pdf,The natriuretic peptide MR-proANP predicts all-cause mortality and adverse outcome in community patients: a 10-year follow-up study,,"Odermatt, Jonas;Hersberger, Lara;Bolliger, Rebekka;Graedel, Lena;Christ-Crain, Mirjam;Briel, Matthias;Bucher, Heiner C.;Mueller, Beat;Schuetz, Philipp",2017,Clinical Chemistry and Laboratory Medicine (CCLM),"Department of Endocrinology, Diabetology and Metabolism, Medical University Clinic, Kantonsspital Aarau, Aarau, Switzerland University of Basel, Basel, Switzerland;Department of Endocrinology, Diabetology and Metabolism, Medical University Clinic, Kantonsspital Aarau, Aarau, Switzerland University of Basel, Basel, Switzerland;Department of Endocrinology, Diabetology and Metabolism, Medical University Clinic, Kantonsspital Aarau, Aarau, Switzerland University of Basel, Basel, Switzerland;Department of Endocrinology, Diabetology and Metabolism, Medical University Clinic, Kantonsspital Aarau, Aarau, Switzerland University of Basel, Basel, Switzerland;Department of Endocrinology, Diabetology and Metabolism, Department of Clinical Research, University Hospital Basel and University of Basel, Basel, Switzerland;Basel Insitute for Clinical Epidemiology & Biostatistics, Department of Clinical Research, University Hospital Basel and University of Basel, Basel, Switzerland Department of Clinical Epidemiology and Biostatistics, McMaster University, Hamilton, Ontario, Canada;Basel Insitute for Clinical Epidemiology & Biostatistics, Department of Clinical Research, University Hospital Basel and University of Basel, Basel, Switzerland;Department of Endocrinology, Diabetology and Metabolism, Medical University Clinic, Kantonsspital Aarau, Aarau, Switzerland University of Basel, Basel, Switzerland;Department of Endocrinology, Diabetology and Metabolism, Medical University Clinic, Kantonsspital Aarau, Aarau, Switzerland University of Basel, Basel, Switzerland",De Gruyter,,55,9,1407,1416,1434-6621,1437-4331,copyright,"©2017 Walter de Gruyter GmbH, Berlin/Boston",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515cclm20160760,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515cclm20160760&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515cclm20160760&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515cclm20160760&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Französisches Seminar, Universität Basel, Maiengasse 51, 4056 Basel, Switzerland","Keel, Sara",unibas,10.1515/text-2017-0004,https://doi.org/10.1515/text-2017-0004,http://doc.rero.ch/record/330926/files/text-2017-0004.pdf,Patient participation in action: patients’ interactional initiatives during interdisciplinary goal-setting meetings in a rehabilitation clinic,,"Keel, Sara;Schoeb, Veronika",2017,Text & Talk,"Französisches Seminar, Universität Basel, Maiengasse 51, 4056 Basel, Switzerland;Department of Rehabilitation Sciences, Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong, China",De Gruyter,,37,2,213,241,1860-7330,1860-7349,copyright,©2017 by De Gruyter Mouton,gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515text20170004,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515text20170004&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515text20170004&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515text20170004&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Professor für Strafrecht und Strafprozessrecht, Universität Basel, Juristische Fakultät, Peter Merian-Weg 8, Postfach, CH-4002 BaselSwitzerlandUniversität BaselJuristische FakultätPeter Merian-Weg 8CH-4002 Basel","Wohlers, Wolfgang",unibas,10.1515/juru-2017-0098,https://doi.org/10.1515/juru-2017-0098,http://doc.rero.ch/record/332846/files/juru-2017-0098.pdf,"Berufstypische, neutrale Handlungen eines Rechtsanwalts als strafbare Beihilfe","BGH, Beschl. v. 26. 1. 2017 – 1 StR 636/16","Wohlers, Wolfgang",2017,Juristische Rundschau,"Professor für Strafrecht und Strafprozessrecht, Universität Basel, Juristische Fakultät, Peter Merian-Weg 8, Postfach, CH-4002 BaselSwitzerlandUniversität BaselJuristische FakultätPeter Merian-Weg 8CH-4002 Basel",De Gruyter,,2017,11,583,587,0022-6920,1612-7064,copyright,"© 2017 Walter de Gruyter GmbH, Berlin/Boston",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515juru20170098,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515juru20170098&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515juru20170098&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515juru20170098&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Universitätsbibliothek Basel, Schönbeinstraße 18–20, 4056 Basel, Schweiz, orcid.org/0000-0002-0629-0446 E-mail: andreas.ledl@unibas.ch","Ledl, Andreas",unibas,10.1515/abitech-2017-0005,https://doi.org/10.1515/abitech-2017-0005,http://doc.rero.ch/record/331585/files/abitech-2017-0005.pdf,"Software, Server, Suchmaschine – Technische Kriterien der Gründung und des Betriebs von (Diamond) Open Access-ZeitschriftenSoftware, server, search engine – technical criteria of establishing and running (Diamond) Open Access journals",,"Ledl, Andreas",2017,ABI Technik,"Universitätsbibliothek Basel, Schönbeinstraße 18–20, 4056 Basel, Schweiz, orcid.org/0000-0002-0629-0446 E-mail: andreas.ledl@unibas.ch",De Gruyter,,37,1,30,38,0720-6763,2191-4664,copyright,© 2017 by De Gruyter,gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515abitech20170005,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515abitech20170005&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515abitech20170005&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515abitech20170005&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Division of General Internal and Emergency Medicine, University Department of Medicine, Kantonsspital Aarau, Switzerland Faculty of Medicine, University of Basel, Basel, Switzerland","Sager, Ramon",unibas,10.1515/cclm-2017-0144,https://doi.org/10.1515/cclm-2017-0144,http://doc.rero.ch/record/333049/files/cclm-2017-0144.pdf,"Are admission procalcitonin levels universal mortality predictors across different medical emergency patient populations? Results from the multi-national, prospective, observational TRIAGE study",,"Sager, Ramon;Wirz, Yannick;Amin, Devendra;Amin, Adina;Hausfater, Pierre;Huber, Andreas;Haubitz, Sebastian;Kutz, Alexander;Mueller, Beat;Schuetz, Philipp",2017,Clinical Chemistry and Laboratory Medicine (CCLM),"Division of General Internal and Emergency Medicine, University Department of Medicine, Kantonsspital Aarau, Switzerland Faculty of Medicine, University of Basel, Basel, Switzerland;Division of General Internal and Emergency Medicine, University Department of Medicine, Kantonsspital Aarau, Switzerland Faculty of Medicine, University of Basel, Basel, Switzerland;Morton Plant Hospital, Clearwater, FL, USA;Emergency department, Groupe Hospitalier Pitié-Salpêtrière, Assistance Publique-Hôpitaux de Paris (APHP) and Sorbonne Universités UPMC-Univ Paris06, GRC-14 BIOSFAST, Paris, France;Emergency department, Groupe Hospitalier Pitié-Salpêtrière, Assistance Publique-Hôpitaux de Paris (APHP) and Sorbonne Universités UPMC-Univ Paris06, GRC-14 BIOSFAST, Paris, France;Department of Laboratory Medicine, Kantonsspital Aarau, Switzerland;Division of General Internal and Emergency Medicine, University Department of Medicine, Kantonsspital Aarau, Switzerland Faculty of Medicine, University of Basel, Basel, Switzerland;Division of General Internal and Emergency Medicine, University Department of Medicine, Kantonsspital Aarau, Switzerland Faculty of Medicine, University of Basel, Basel, Switzerland;Division of General Internal and Emergency Medicine, University Department of Medicine, Kantonsspital Aarau, Switzerland Faculty of Medicine, University of Basel, Basel, Switzerland;Medical Faculty, University of Basel, Basel, Switzerland Division of General Internal and Emergency Medicine, University Department of Medicine, Kantonsspital Aarau, Tellstrasse, 5001 Aarau, Switzerland",De Gruyter,,55,12,1873,1880,1434-6621,1437-4331,copyright,"©2017 Walter de Gruyter GmbH, Berlin/Boston",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515cclm20170144,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515cclm20170144&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515cclm20170144&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515cclm20170144&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Cardiology Division, Department of Medicine, University Hospital Basel, Basel, Switzerland Cardiovascular Research Institute Basel, University Hospital Basel, Basel, Switzerland","Fischer, Andreas",unibas,10.1515/cclm-2016-0920,https://doi.org/10.1515/cclm-2016-0920,http://doc.rero.ch/record/331451/files/cclm-2016-0920.pdf,Plasma levels of endothelin-1 and renal function among young and healthy adults,,"Fischer, Andreas;Bossard, Matthias;Aeschbacher, Stefanie;Egli, Peter;Cordewener, Carolin;Estis, Joel;Todd, John;Risch, Martin;Risch, Lorenz;Conen, David",2017,Clinical Chemistry and Laboratory Medicine (CCLM),"Cardiology Division, Department of Medicine, University Hospital Basel, Basel, Switzerland Cardiovascular Research Institute Basel, University Hospital Basel, Basel, Switzerland;Cardiology Division, Department of Medicine, University Hospital Basel, Basel, Switzerland Cardiovascular Research Institute Basel, University Hospital Basel, Basel, Switzerland Division of Cardiology, Hamilton General Hospital, Hamilton Health Sciences, Hamilton, ON, Canada Population Health Research Institute, David Braley Cardiac, Vascular and Stroke Research Institute, Hamilton, ON, Canada;Cardiology Division, Department of Medicine, University Hospital Basel, Basel, Switzerland Cardiovascular Research Institute Basel, University Hospital Basel, Basel, Switzerland;Cardiology Division, Department of Medicine, University Hospital Basel, Basel, Switzerland Cardiovascular Research Institute Basel, University Hospital Basel, Basel, Switzerland;Cardiovascular Research Institute Basel, University Hospital Basel, Basel, Switzerland;Singulex, Inc., Clinical Research, Alameda, CA, USA;Singulex, Inc., Clinical Research, Alameda, CA, USA;Labormedizinisches Zentrum Dr. Risch, Schaan, Principality of Liechtenstein Division of Laboratory Medicine, Kantonsspital Graubünden, Chur, Switzerland;Labormedizinisches Zentrum Dr. Risch, Schaan, Principality of Liechtenstein Division of Clinical Biochemistry, Medical University, Innsbruck, Austria Private University, Triesen, Principality of Liechtenstein;Cardiology Division, Department of Medicine, University Hospital Basel, Basel, Switzerland Cardiovascular Research Institute Basel, University Hospital Basel, Basel, Switzerland Population Health Research Institute, David Braley Cardiac, Vascular and Stroke Research Institute, Hamilton, ON, Canada",De Gruyter,,55,8,1202,1208,1434-6621,1437-4331,copyright,"©2017 Walter de Gruyter GmbH, Berlin/Boston",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515cclm20160920,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515cclm20160920&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515cclm20160920&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515cclm20160920&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Institut für Sprache und Kommunikation, Technische Universität Berlin, Berlin, GermanySwiss Tropical and Public Health Institute, University of Basel, Basel, Switzerland E-mail: pelikan@tu-berlin.de","Pelikan, Kristina",unibas,10.1515/glot-2017-0015,https://doi.org/10.1515/glot-2017-0015,http://doc.rero.ch/record/331450/files/glot-2017-0015.pdf,Transdisciplinary Research and Education – Intercultural Endeavours,Lüneburg (11th—15 September 2017),"Pelikan, Kristina",2017,Glottotheory,"Institut für Sprache und Kommunikation, Technische Universität Berlin, Berlin, GermanySwiss Tropical and Public Health Institute, University of Basel, Basel, Switzerland E-mail: pelikan@tu-berlin.de",De Gruyter,,8,2,237,242,1337-7892,2196-6907,copyright,"© 2017 Walter de Gruyter GmbH, Berlin/Boston",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515glot20170015,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515glot20170015&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515glot20170015&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515glot20170015&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Center for Cellular Imaging and NanoAnalytics (C-CINA), Biozentrum, University of Basel, Basel 4056, Switzerland","Sejwal, Kushal",unibas,10.1515/ntrev-2016-0081,https://doi.org/10.1515/ntrev-2016-0081,http://doc.rero.ch/record/331417/files/ntrev-2016-0081.pdf,Proteoliposomes – a system to study membrane proteins under buffer gradients by cryo-EM,,"Sejwal, Kushal;Chami, Mohamed;Baumgartner, Paul;Kowal, Julia;Müller, Shirley A.;Stahlberg, Henning",2017,Nanotechnology Reviews,"Center for Cellular Imaging and NanoAnalytics (C-CINA), Biozentrum, University of Basel, Basel 4056, Switzerland;Center for Cellular Imaging and NanoAnalytics (C-CINA), Biozentrum, University of Basel, Basel 4056, Switzerland;Center for Cellular Imaging and NanoAnalytics (C-CINA), Biozentrum, University of Basel, Basel 4056, Switzerland;Center for Cellular Imaging and NanoAnalytics (C-CINA), Biozentrum, University of Basel, Basel 4056, Switzerland;Center for Cellular Imaging and NanoAnalytics (C-CINA), Biozentrum, University of Basel, Basel 4056, Switzerland;Center for Cellular Imaging and NanoAnalytics (C-CINA), Biozentrum, University of Basel, Basel 4056, Switzerland",De Gruyter,,6,1,57,74,2191-9089,2191-9097,copyright,"©2017 Walter de Gruyter GmbH, Berlin/Boston",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515ntrev20160081,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515ntrev20160081&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515ntrev20160081&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515ntrev20160081&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Laboratory of Physical Chemistry, Swiss Federal Institute of Technology, ETH-Hönggerberg, CH-8093 Zürich, Switzerland Biozentrum, University of Basel, Klingelbergstr. 50/70, CH-4056 Basel, Switzerland","Bibow, Stefan",unibas,10.1515/ntrev-2016-0062,https://doi.org/10.1515/ntrev-2016-0062,http://doc.rero.ch/record/332045/files/ntrev-2016-0062.pdf,α-Synuclein lipoprotein nanoparticles,,"Eichmann, Cédric;Bibow, Stefan;Riek, Roland",2017,Nanotechnology Reviews,"In-Cell NMR Laboratory, Department of NMR-supported Structural Biology, Leibniz Institute of Molecular Pharmacology (FMP Berlin), Robert-Rössle Strasse 10, 13125 Berlin, Germany;Laboratory of Physical Chemistry, Swiss Federal Institute of Technology, ETH-Hönggerberg, CH-8093 Zürich, Switzerland Biozentrum, University of Basel, Klingelbergstr. 50/70, CH-4056 Basel, Switzerland;Laboratory of Physical Chemistry, Swiss Federal Institute of Technology, ETH-Hönggerberg, CH-8093 Zürich, Switzerland",De Gruyter,,6,1,105,110,2191-9089,2191-9097,copyright,"©2017 Walter de Gruyter GmbH, Berlin/Boston",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515ntrev20160062,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515ntrev20160062&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515ntrev20160062&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515ntrev20160062&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Departement Mathematik und Informatik, Universität Basel, Spiegelgasse 1, CH-4051, Basel, Switzerland","Choudhury, Anupam Pal",unibas,10.1515/jiip-2016-0019,https://doi.org/10.1515/jiip-2016-0019,http://doc.rero.ch/record/331213/files/jiip-2016-0019.pdf,Stability of the inverse boundary value problem for the biharmonic operator: Logarithmic estimates,,"Choudhury, Anupam Pal;Heck, Horst",2017,Journal of Inverse and Ill-posed Problems,"Departement Mathematik und Informatik, Universität Basel, Spiegelgasse 1, CH-4051, Basel, Switzerland;Departement Engineering and Information Technology, Bern University of Applied Sciences, Jlcoweg 1, CH-3400 Burgdorf, Switzerland",De Gruyter,,25,2,251,263,0928-0219,1569-3945,copyright,© 2017 by De Gruyter,gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515jiip20160019,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515jiip20160019&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515jiip20160019&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515jiip20160019&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
