First Matching Affiliation,First Matching Author,Institution Guess,doi,Url to publisher,Url to fulltext in Rero Doc,Article Title,Article Subtitle,Authors,Year,Journal Title,All Affiliations,Publisher,Date of Allowed Open Access Publication (YYYY-MM-DD),Volume,Issue,Start Page,End Page,ISSN (print),ISSN (electronic),Copyright type,Copyright / Licence,Source,Link to Swissbib,Metadata in MARC XML,Metadata in Dublin Core,Metadata in Json-Marc,Comment
"studiert Rechtswissenschaften an der UTS Sydney, Australien (Vormals Genf, Oxford, Madrid, Singapur) und engagiert sich seit Anfang seines Studiums im Bereich der Law Clinics. Er ist Herausgeber des jährlich erscheinenden »German Journal of Legal Education« (GJLE) und publiziert regelmäßig zur praktischen Jurisprudenz, Rechtsdidaktik und Clinical Legal Education.Germany","Hannemann, Jan-Gero Alexander",,10.1515/jura-2017-0081,https://doi.org/10.1515/jura-2017-0081,,Studentische Rechtsberatung in Deutschland,,"Hannemann, Jan-Gero Alexander;Dietlein, Georg",2017,JURA - Juristische Ausbildung,"studiert Rechtswissenschaften an der UTS Sydney, Australien (Vormals Genf, Oxford, Madrid, Singapur) und engagiert sich seit Anfang seines Studiums im Bereich der Law Clinics. Er ist Herausgeber des jährlich erscheinenden »German Journal of Legal Education« (GJLE) und publiziert regelmäßig zur praktischen Jurisprudenz, Rechtsdidaktik und Clinical Legal Education.Germany;Studium der Rechtswissenschaften, Betriebswirtschaftslehre und katholischen Theologie an den Universitäten Köln und Bonn, z.Zt. Doktorand bei Prof. Dr. Martin Henssler (Köln).Germany",De Gruyter,,39,4,449,460,0170-1452,1612-7021,copyright,"© 2017 Walter de Gruyter GmbH, Berlin/Boston",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515jura20170081,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515jura20170081&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515jura20170081&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515jura20170081&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
Zürich Switzerland,"Vitale, Marco",,10.1515/klio-2017-0004,https://doi.org/10.1515/klio-2017-0004,,„Penta-/Hexapolis von Libya“. Städtebünde und provinzialer Kaiserkult in Cyrenaica,,"Cigaina, Lorenzo;Vitale, Marco",2017,Klio,Trieste – Regensburg Germany;Zürich Switzerland,De Gruyter Oldenbourg,,99,1,89,129,0075-6334,2192-7669,copyright,"© 2017 Walter de Gruyter GmbH, Berlin/Boston",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515klio20170004,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515klio20170004&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515klio20170004&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515klio20170004&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Careum StiftungZürich, Pestalozzistraße 3, CH-8032Zürich, Switzerland E-mail: beat.sottas@careum.ch Korrespondenz: Dr. Beat Sottas, Careum Stiftung Zürich, Pestalozzistraße 3, CH-8032 Zürich","Sottas, Beat",,10.1515/pubhef-2016-2147,https://doi.org/10.1515/pubhef-2016-2147,,"Gesundheitskompetenz in der Schweiz: bestätigte Befunde - abernicht so gut wie erwartetHealth literacy in Switzerland: confirmed findings, but not as good as expected",,"Sottas, Beat",2017,Public Health Forum,"Careum StiftungZürich, Pestalozzistraße 3, CH-8032Zürich, Switzerland E-mail: beat.sottas@careum.ch Korrespondenz: Dr. Beat Sottas, Careum Stiftung Zürich, Pestalozzistraße 3, CH-8032 Zürich",De Gruyter,,25,1,19,21,0944-5587,1876-4851,open-access,This work is licensed under the Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 License.,gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515pubhef20162147,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515pubhef20162147&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515pubhef20162147&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515pubhef20162147&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"HTW Chur, Center for Economic Policy Research, and German Research Foundation, Research Group FOR 2104 “Needs-Based Justice and Distribution Procedures”, Comercialstr. 20, 7000 Chur, Switzerland","Nicklisch, Andreas",,10.1515/rle-2016-0010,https://doi.org/10.1515/rle-2016-0010,,Testing the Endowment Effect for Default Rules,,"Marcin, Isabel;Nicklisch, Andreas",2017,Review of Law & Economics,"University of Heidelberg, Department of Economics, Bergheimer Str.58, 69115 Heidelberg, Germany;HTW Chur, Center for Economic Policy Research, and German Research Foundation, Research Group FOR 2104 “Needs-Based Justice and Distribution Procedures”, Comercialstr. 20, 7000 Chur, Switzerland",De Gruyter,,13,2,,,,1555-5879,copyright,"© 2017 Walter de Gruyter GmbH, Berlin/Boston",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515rle20160010,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515rle20160010&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515rle20160010&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515rle20160010&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"The Geneva School, Winter Park, FL, USA E-mail: jatipton@genevaschool.org","Tipton, Joseph A.",,10.1515/jemc-2017-0007,https://doi.org/10.1515/jemc-2017-0007,,The Muses in Mourning: Identity and Classicism in Calvinist Heidelberg,,"Tipton, Joseph A.",2017,Journal of Early Modern Christianity,"The Geneva School, Winter Park, FL, USA E-mail: jatipton@genevaschool.org",De Gruyter,,4,1,113,134,2196-6648,2196-6656,copyright,"© 2017 Walter de Gruyter GmbH, Berlin/Boston",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515jemc20170007,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515jemc20170007&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515jemc20170007&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515jemc20170007&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"European Foundation for Clinical Nanomedicine (CLINAM) – CEO, Alemannengasse 12 P.O. Box, Basel 4016, Switzerland","Löffler, Beat",,10.1515/ejnm-2016-0041,https://doi.org/10.1515/ejnm-2016-0041,,Integrated pharmacokinetic modelling for accelerated nanomedicine translation,,"Siccardi, Marco;Löffler, Beat;Balogh, Lajos;Owen, Andrew",2017,European Journal of Nanomedicine,"University of Liverpool – Molecular and Clinical Pharmacology, 70 Pembroke Place Block H, Liverpool L69 3BX, UK;European Foundation for Clinical Nanomedicine (CLINAM) – CEO, Alemannengasse 12 P.O. Box, Basel 4016, Switzerland;AA Nanotechnology Consulting, Amherst, NY, USA;University of Liverpool – Molecular and Clinical Pharmacology, 70 Pembroke Place Block H, Liverpool L69 3BX, UK",De Gruyter,,9,1,1,3,1662-5986,1662-596X,copyright,"©2017 Walter de Gruyter GmbH, Berlin/Boston",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515ejnm20160041,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515ejnm20160041&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515ejnm20160041&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515ejnm20160041&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
Zürich/Schweiz Switzerland E-mail: ggrobbel@hotmail.com,"Grobbel, Gerald",,10.1515/olzg-2017-0077,https://doi.org/10.1515/olzg-2017-0077,,"Klemm, Verena / Walker, Paul E.: A Code of Conduct.2011.",,"Grobbel, Gerald",2017,Orientalistische Literaturzeitung,Zürich/Schweiz Switzerland E-mail: ggrobbel@hotmail.com,De Gruyter Oldenbourg,,112,3,243,247,0030-5383,2196-6877,copyright,"© 2017 Walter de Gruyter GmbH, Berlin/Boston",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515olzg20170077,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515olzg20170077&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515olzg20170077&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515olzg20170077&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Syngenta Crop Protection AG, Schaffhauserstrasse, CH-4332 Stein, Switzerland","Hall, Roger G.",,10.1515/hc-2017-0199,https://doi.org/10.1515/hc-2017-0199,,An efficient synthesis of 5-halo-6-trifluoromethylpyridine-3-carbonitriles and carboxylic acids,,"Channapur, Manjunath B.;Hall, Roger G.;Lal, Mukul;Pal, Sitaram;Shyadligeri, Ashok S.",2017,Heterocyclic Communications,"Syngenta Biosciences Private Limited, Santa Monica Works, Corlim 403110, Goa, India;Syngenta Crop Protection AG, Schaffhauserstrasse, CH-4332 Stein, Switzerland;Syngenta Biosciences Private Limited, Santa Monica Works, Corlim 403110, Goa, India;Syngenta Biosciences Private Limited, Santa Monica Works, Corlim 403110, Goa, India;Syngenta Biosciences Private Limited, Santa Monica Works, Corlim 403110, Goa, India",De Gruyter,,23,6,415,419,0793-0283,2191-0197,copyright,"©2017 Walter de Gruyter GmbH, Berlin/Boston",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515hc20170199,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515hc20170199&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515hc20170199&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515hc20170199&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Labormedizinisches Zentrum Dr. Risch, Waldeggstr. 37, 3097 Liebefeld bei Bern, Switzerland E-mail: urs.nydegger@risch.ch Corresponding author: Prof. em Dr. med. Urs E. Nydegger, Labormedizinisches Zentrum Dr. Risch, Waldeggstr. 37, 3097 Liebefeld bei Bern, Switzerland","Nydegger, Urs E.",,10.1515/labmed-2017-0077,https://doi.org/10.1515/labmed-2017-0077,,Medical laboratory in autoimmunity 2017Autoimmunität im Medizinischen Labor – 2017,,"Nydegger, Urs E.",2017,LaboratoriumsMedizin,"Labormedizinisches Zentrum Dr. Risch, Waldeggstr. 37, 3097 Liebefeld bei Bern, Switzerland E-mail: urs.nydegger@risch.ch Corresponding author: Prof. em Dr. med. Urs E. Nydegger, Labormedizinisches Zentrum Dr. Risch, Waldeggstr. 37, 3097 Liebefeld bei Bern, Switzerland",De Gruyter,,41,4,173,182,0342-3026,1439-0477,copyright,"©2017 Walter de Gruyter GmbH, Berlin/Boston",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515labmed20170077,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515labmed20170077&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515labmed20170077&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515labmed20170077&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Institute of Laboratory Medicine, Kantonsspital Aarau AG, Aarau, Switzerland","Bernasconi, Luca",,10.1515/cclm-2016-0442,https://doi.org/10.1515/cclm-2016-0442,,Retrospective validation of a β-trace protein interpretation algorithm for the diagnosis of cerebrospinal fluid leakage,,"Bernasconi, Luca;Pötzl, Theresa;Steuer, Christian;Dellweg, Alexander;Metternich, Frank;Huber, Andreas R.",2017,Clinical Chemistry and Laboratory Medicine (CCLM),"Institute of Laboratory Medicine, Kantonsspital Aarau AG, Aarau, Switzerland;Clinic of Otorhinolaryngology, Kantonsspital Aarau AG, Aarau, Switzerland;Institute of Laboratory Medicine, Kantonsspital Aarau AG, Aarau, Switzerland;Clinic of Otorhinolaryngology, Kantonsspital Aarau AG, Aarau, Switzerland;Clinic of Otorhinolaryngology, Kantonsspital Aarau AG, Aarau, Switzerland;Institute of Laboratory Medicine, Kantonsspital Aarau AG, Aarau, Switzerland",De Gruyter,,55,4,554,560,1434-6621,1437-4331,open-access,This work is licensed under the Creative Commons Attribution-NonCommercial-NoDerivatives 3.0 License.,gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515cclm20160442,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515cclm20160442&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515cclm20160442&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515cclm20160442&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
